crop_type,yield_per_acre,sowing_date,harvest_date,soil_nutrient_levels,rainfall,temperature,farmer_id,subsidy_amount,disbursement_date,soil type,crop name,location,Amount paid,Water usage(Litres),Electricity,Workers,Number of Acres
wheat,71.3,4/24/2021,12/17/2022,medium,23.8,110.15,410,8934.37,2/28/2021,Clayey,Bajra (Pearl Millet),Uttar Pradesh,1249,817,FALSE,7,520
cotton,44.42,6/27/2020,4/19/2020,medium,43.68,28.75,411,7780.52,4/26/2022,Red,Ragi,West Bengal,2467,579,TRUE,5,528
rice,23.31,5/27/2022,09-05-2021,medium,25.36,7.33,412,4864.84,7/22/2022,Red,Jute,Kerala,8616,371,FALSE,9,984
soybeans,90.55,3/27/2021,4/20/2020,medium,31.52,25.8,413,6908.32,06-10-2020,Red,Peanut,Uttarakhand,6692,660,FALSE,9,621
cotton,99.86,11-10-2021,01-02-2021,low,7.09,19.54,414,8438.7,11/20/2021,Black,Rice,Odisha,5570,853,FALSE,1,892
soybeans,69.52,5/19/2020,06-05-2021,low,12.65,-1.39,415,1148.49,03-02-2020,Peaty,Pineapple,Uttarakhand,7854,882,FALSE,5,789
rice,65.6,04-05-2021,1/22/2021,high,16.43,42.77,416,7086.28,09-08-2022,Laterite,Tur (Pigeon Pea),Jammu and Kashmir,6887,311,TRUE,5,229
corn,35.04,05-09-2020,5/23/2021,medium,12.05,5.6,417,7130.13,04-06-2022,Clayey,Apple,Uttarakhand,7931,701,TRUE,7,451
cotton,35.19,03-01-2022,08-02-2021,medium,4.43,72.49,418,4220.33,03-08-2021,Loamy,Sunflower,Chhattisgarh,901,545,TRUE,2,56
corn,42.32,11/22/2022,01-03-2020,low,9.14,-6.12,419,3101.03,10-08-2021,Saline,Ragi,Punjab,7318,489,TRUE,7,62
corn,35.46,06-05-2021,4/27/2020,high,30.55,65.02,420,7771.54,5/13/2020,Alluvial,Wheat,Odisha,9851,312,FALSE,3,458
rice,15.08,8/17/2020,03-06-2022,low,35.79,3.95,421,2756.75,04-05-2020,Alluvial,Pineapple,West Bengal,7119,114,TRUE,4,980
corn,73.33,12/24/2022,7/20/2021,low,39.18,8.31,422,8205.01,8/22/2020,Mountain,Coriander,Jammu and Kashmir,5149,109,TRUE,1,274
wheat,10.82,05-08-2020,01-08-2021,high,13.62,36.45,423,7884.02,2/25/2022,Peaty,Peanut,Assam,2076,489,TRUE,8,642
cotton,72.69,1/18/2020,5/14/2021,low,46.78,75.31,424,6823.76,10-02-2020,Saline,Coriander,Rajasthan,9975,52,TRUE,6,3
corn,89.15,10/17/2021,01-10-2020,high,17.13,-15.28,425,7106.19,7/30/2022,Desert,Pineapple,Haryana,1807,649,FALSE,9,617
wheat,60.46,9/17/2022,06-08-2021,low,19.04,-14.68,426,2982.34,4/28/2022,Red,Onion,Haryana,3434,512,TRUE,10,530
wheat,12.17,5/25/2022,12/18/2022,medium,26.27,41.82,427,2747.21,1/26/2020,Desert,Groundnut,Punjab,7127,354,TRUE,8,230
rice,86.74,4/13/2022,11-07-2020,high,8.34,50.56,428,6569.39,05-04-2021,Saline,Coffee,Kerala,4109,139,FALSE,8,363
corn,68.78,4/15/2021,07-06-2020,medium,42.1,16.71,429,5043.17,04-02-2021,Alluvial,Date Palm,Andhra Pradesh,4536,598,TRUE,9,800
cotton,36.88,09-04-2020,4/18/2021,high,40.54,19.45,430,7495.41,05-11-2020,Red,Soybean,Tamil Nadu,7033,878,FALSE,6,622
soybeans,3.8,10/21/2020,4/29/2022,low,39.52,-8.05,431,2445.26,12/16/2021,Clayey,Coriander,Punjab,4095,928,FALSE,9,25
wheat,12.97,8/18/2022,9/30/2021,low,6.6,12.01,432,4294.67,4/13/2021,Mountain,Groundnut,Gujarat,4760,840,TRUE,1,593
soybeans,13.82,6/13/2020,12/27/2022,high,15.45,36.77,433,8329.75,7/14/2020,Loamy,Cashew,Punjab,4723,258,TRUE,10,112
wheat,3.31,3/27/2022,5/20/2022,high,45.63,-0.21,434,965.42,12/13/2021,Saline,Apple,Himachal Pradesh,930,888,FALSE,8,63
wheat,37.59,07-10-2022,10-05-2022,low,34.52,24.55,435,7564.09,08-04-2021,Clayey,Chickpea,West Bengal,8711,859,FALSE,3,890
corn,73.49,05-02-2022,7/13/2022,low,15.46,114.25,436,4688.46,10/16/2021,Peaty,Soybean,West Bengal,9771,824,TRUE,10,1000
soybeans,22.15,6/21/2020,1/30/2020,high,28.82,56.56,437,7827.07,9/22/2022,Black,Bajra (Pearl Millet),Telangana,9328,117,TRUE,2,568
corn,44.06,3/24/2022,03-11-2022,high,9.65,83.25,438,7442.17,12-02-2020,Clayey,Sugarcane,Assam,5249,523,TRUE,2,222
rice,47.86,5/15/2021,02-07-2020,high,13.01,82.29,439,2830.94,7/18/2021,Peaty,Rice,Haryana,9802,328,TRUE,10,777
rice,81.06,3/29/2022,7/29/2022,medium,43.7,57.16,440,6358.85,2/15/2020,Desert,Peanut,Uttarakhand,27,4,TRUE,4,344
soybeans,84.1,12/14/2021,8/21/2021,low,29.49,-3.66,441,2215.52,07-10-2021,Alluvial,Jute,Assam,4587,334,TRUE,5,860
rice,26.89,1/18/2022,06-01-2021,low,33.93,112.95,442,1140.39,10/16/2022,Saline,Date Palm,Kerala,3192,419,FALSE,6,283
wheat,23.33,08-12-2022,4/20/2021,medium,39.16,56.13,443,1304.11,3/21/2020,Loamy,Apple,Haryana,9808,800,FALSE,8,785
corn,83.58,12/16/2021,9/14/2020,low,35.69,56.78,444,2276.81,07-10-2020,Loamy,Lentil,Andhra Pradesh,1425,489,FALSE,9,937
soybeans,28.2,12-02-2021,9/29/2022,high,34.66,-16.7,445,6364.03,11/27/2020,Red,Cumin,Karnataka,5032,398,FALSE,8,82
wheat,92.96,07-08-2021,7/24/2022,medium,35,-18.16,446,1735.01,10/27/2022,Peaty,Areca nut,Tamil Nadu,4042,493,FALSE,2,747
wheat,32.89,12/25/2021,7/23/2020,high,22.9,2.88,447,8531.23,08-06-2021,Peaty,Areca nut,Assam,5816,585,TRUE,10,426
wheat,2.78,09-07-2021,3/21/2021,medium,21.82,91.66,448,9312.25,6/20/2021,Saline,Tur (Pigeon Pea),Tamil Nadu,8120,105,TRUE,1,226
cotton,46.24,07-05-2020,1/26/2022,high,48.98,25.69,449,4295.33,07-05-2020,Loamy,Jute,Telangana,4042,436,FALSE,8,426
soybeans,85.75,07-08-2020,6/17/2022,high,7.87,-5.21,450,2432.88,10/21/2021,Alluvial,Cashew,Karnataka,2943,104,FALSE,1,18
soybeans,90.36,04-07-2020,7/19/2022,high,1.96,106.81,451,8802.9,11/22/2020,Mountain,Apple,Odisha,216,522,FALSE,2,621
corn,30.85,05-04-2021,10/27/2020,high,5.09,63.08,452,2601.16,02-08-2022,Black,Tea,Assam,4964,14,TRUE,7,143
rice,77.73,03-11-2022,01-04-2021,high,23.86,73,453,8960.86,06-02-2020,Desert,Mustard,Telangana,9209,746,TRUE,4,704
soybeans,51.6,10-09-2021,10-08-2021,medium,6.19,-0.1,454,1620.03,12/19/2022,Saline,Soybean,Gujarat,7008,652,FALSE,10,953
wheat,49.14,9/25/2022,10/24/2020,low,35.79,90.12,455,3202.17,12-02-2022,Saline,Soybean,Tamil Nadu,3728,484,FALSE,8,190
wheat,12.13,03-01-2020,10/21/2020,high,22.15,50.25,456,5733.56,11/25/2021,Loamy,Wheat,Rajasthan,4556,134,FALSE,8,612
cotton,87.05,07-05-2021,07-02-2020,medium,13.89,107.98,457,4836.17,12/27/2020,Alluvial,Sesame,Madhya Pradesh,7437,986,TRUE,5,935
corn,52.4,02-12-2020,6/15/2020,medium,31.99,44.22,458,5920.13,10/26/2020,Alluvial,Tur (Pigeon Pea),Chhattisgarh,8223,859,TRUE,2,788
wheat,30.41,07-03-2022,10/27/2022,low,30,-11.33,459,3623.07,01-08-2022,Desert,Coffee,Assam,9272,198,FALSE,10,871
cotton,43.81,4/22/2020,11/21/2022,low,5.65,53.57,460,1273.17,12/25/2022,Alluvial,Potato,Telangana,7359,625,FALSE,4,226
corn,7.01,10-11-2022,03-02-2021,low,36.93,13.5,461,2042.92,4/13/2020,Saline,Cabbage,Punjab,8464,814,TRUE,10,860
cotton,70.62,12-09-2021,09-09-2020,low,17.32,75.97,462,652.83,4/17/2020,Desert,Plum,Maharashtra,8635,439,TRUE,1,194
cotton,23.1,5/18/2022,11/24/2020,low,29.21,97,463,6145.88,03-01-2020,Red,Cotton,Andhra Pradesh,8218,771,FALSE,6,602
wheat,96.42,2/26/2021,9/27/2020,high,30.99,3.78,464,2809.29,07-02-2021,Black,Rice,Tamil Nadu,2321,710,FALSE,1,748
corn,49.61,6/24/2020,3/25/2021,medium,17.09,37.26,465,5958.01,7/13/2021,Desert,Cumin,Bihar,8363,911,FALSE,10,441
cotton,99.17,10/27/2020,8/27/2022,high,20.33,-5.95,466,9799.59,2/21/2020,Desert,Sugarcane,Punjab,9903,722,TRUE,4,564
corn,86.91,07-04-2022,6/16/2021,medium,36.21,11.29,467,9158.81,12-06-2021,Laterite,Lentil,Uttarakhand,4178,409,FALSE,6,744
corn,69.49,04-10-2022,10-05-2020,low,35.77,37.17,468,857.29,7/15/2022,Red,Cotton,Uttar Pradesh,1246,73,TRUE,2,559
wheat,94.19,9/30/2022,7/27/2021,low,18.71,97.69,469,5908.54,9/25/2021,Peaty,Lentil,Gujarat,55,753,FALSE,6,657
soybeans,11.18,8/17/2020,10-02-2022,high,26.28,113.9,470,8812.91,10/13/2021,Red,Cashew,Uttarakhand,4772,363,TRUE,8,428
cotton,30.61,07-08-2020,5/17/2020,high,40.79,25.33,471,4650.18,12/31/2021,Clayey,Apple,Odisha,8419,813,FALSE,2,677
soybeans,20.43,2/22/2022,12-04-2020,high,37.18,56.65,472,7118.03,3/30/2021,Clayey,Cabbage,Punjab,3810,656,TRUE,9,841
wheat,47.47,01-12-2022,1/26/2022,low,45.62,83.94,473,4269.81,7/21/2021,Black,Potato,Uttarakhand,1199,687,TRUE,6,763
rice,79.37,10/18/2022,01-05-2021,medium,29.8,27.57,474,5972.26,03-02-2021,Loamy,Pineapple,Chhattisgarh,6266,504,TRUE,3,490
cotton,72.79,06-01-2020,2/16/2021,high,42.82,52.85,475,213.38,6/29/2022,Clayey,Tobacco,Rajasthan,7976,767,FALSE,8,743
soybeans,3.28,3/25/2020,4/21/2020,high,15.6,-7.89,476,4450.78,06-10-2021,Loamy,Peach,Punjab,3247,625,TRUE,10,913
corn,77.78,06-03-2020,09-03-2021,medium,30.92,14.57,477,241.51,05-08-2021,Peaty,Cumin,Bihar,184,427,TRUE,7,931
cotton,62.37,02-04-2020,4/21/2020,high,19.69,-12.44,478,2845.74,2/25/2020,Black,Chili,West Bengal,9664,518,TRUE,1,807
soybeans,3.42,12/20/2020,12/16/2020,medium,14.99,6.71,479,2990.65,11/30/2020,Clayey,Mustard,Jammu and Kashmir,3739,999,FALSE,3,654
rice,73.92,09-01-2022,03-03-2022,high,4.68,-19.33,480,7812.55,3/24/2020,Loamy,Cotton,Jammu and Kashmir,6615,369,FALSE,1,593
soybeans,3.44,08-04-2022,07-11-2021,high,25.71,75.01,481,5771.39,10-03-2020,Laterite,Chili,Karnataka,7946,569,FALSE,6,596
rice,98.73,10-04-2022,10/15/2022,medium,49.35,36.86,482,8406.57,2/13/2022,Loamy,Sunflower,Andhra Pradesh,1450,579,FALSE,10,801
soybeans,98.24,12-04-2021,3/22/2022,medium,42.68,50.41,483,3170.29,12/14/2021,Red,Apple,Kerala,3018,172,FALSE,6,133
wheat,9.3,3/17/2021,11/20/2021,high,13.27,46.15,484,70.23,4/27/2022,Saline,Sunflower,Jammu and Kashmir,5856,841,TRUE,3,461
cotton,2.69,9/16/2021,5/25/2021,medium,38.12,41.06,485,9424.17,9/13/2022,Desert,Areca nut,Chhattisgarh,9029,359,FALSE,3,374
corn,66.54,10-03-2021,4/30/2022,high,32.8,62.59,486,5921.21,03-03-2022,Desert,Coriander,Haryana,811,551,TRUE,4,747
wheat,97.38,08-10-2020,3/25/2022,medium,35.92,64.75,487,9107.9,7/20/2021,Red,Chili,Telangana,4125,728,TRUE,2,304
corn,30.74,3/21/2020,02-05-2022,medium,46.93,-2.43,488,6046.4,12/26/2020,Peaty,Jute,West Bengal,6849,599,FALSE,4,148
soybeans,55.3,10/16/2021,05-08-2020,low,37.08,117.62,489,9455.44,2/18/2021,Loamy,Pulses,Jammu and Kashmir,7061,995,TRUE,1,530
rice,86.49,05-12-2021,3/19/2021,medium,5.82,20.38,490,4477.28,11-10-2022,Laterite,Sesame,Assam,9151,497,TRUE,2,46
cotton,89.28,05-06-2021,07-11-2021,medium,4.52,62.36,491,7147.12,5/30/2021,Desert,Wheat,Haryana,3496,512,TRUE,5,366
soybeans,55.47,3/19/2022,6/18/2021,medium,21.68,98.83,492,6513.95,12/13/2021,Clayey,Chili,Karnataka,9150,592,TRUE,7,765
wheat,47.28,11-11-2022,9/26/2020,medium,13.91,53.02,493,9344.87,3/16/2020,Black,Chickpea,West Bengal,195,132,FALSE,2,455
corn,2.94,12-08-2020,3/21/2022,medium,6.94,103.53,494,1959.3,10/26/2020,Loamy,Sunflower,Assam,1299,982,TRUE,9,197
cotton,3.77,11/24/2020,8/31/2021,low,26.27,35.74,495,8539.67,3/29/2021,Saline,Pulses,West Bengal,7186,748,FALSE,2,741
corn,82.14,10/22/2021,1/23/2021,low,44.03,107.3,496,168.56,5/17/2021,Peaty,Pineapple,Gujarat,9329,128,FALSE,7,142
corn,92.91,08-08-2022,10/16/2021,high,35.88,9.9,497,8788.73,06-11-2020,Red,Ragi,Andhra Pradesh,8239,84,TRUE,3,911
corn,22.33,04-06-2021,07-10-2022,medium,31.74,12.25,498,7575.95,01-07-2021,Mountain,Ragi,Andhra Pradesh,6960,472,TRUE,2,53
rice,39.78,9/13/2021,4/20/2022,low,47.48,31.27,499,4167.34,9/18/2021,Loamy,Cotton,Uttar Pradesh,7410,44,TRUE,8,202
wheat,38.26,11/16/2022,01-11-2020,high,13.09,24.63,500,7573.22,07-03-2020,Saline,Millets,Rajasthan,7253,445,FALSE,1,117
soybeans,26.52,12/20/2021,7/14/2022,medium,11.87,-3.8,501,6770.89,9/28/2022,Black,Date Palm,Uttar Pradesh,6793,20,FALSE,5,478
wheat,81.77,1/21/2022,3/25/2022,high,49.53,8.44,502,1315.86,10-06-2020,Desert,Tobacco,Bihar,2287,844,FALSE,7,270
corn,71.93,10/18/2020,05-10-2021,low,24.95,114.45,503,402.89,07-12-2020,Black,Cotton,Gujarat,8494,262,FALSE,9,9
corn,54.17,10-04-2021,4/14/2021,low,21.57,-11.4,504,2127.01,12/20/2022,Clayey,Lentil,West Bengal,3035,741,TRUE,3,151
wheat,91.53,8/21/2022,12/30/2022,high,8.78,45.41,505,3221.2,12/30/2020,Laterite,Millets,Odisha,1310,813,FALSE,9,584
wheat,94.05,07-07-2022,03-03-2020,high,13,99,506,7513.05,03-10-2020,Mountain,Bajra (Pearl Millet),West Bengal,4914,592,TRUE,4,147
wheat,49.46,11/23/2022,10/21/2021,medium,7.94,118.48,507,4895.86,03-03-2020,Loamy,Areca nut,Jammu and Kashmir,4557,725,TRUE,9,368
cotton,22.04,3/13/2022,1/28/2020,medium,27.89,60.36,508,6877.47,10-07-2021,Red,Lentil,Chhattisgarh,1038,816,FALSE,10,183
soybeans,58.81,06-11-2021,12-09-2020,low,38.4,106.34,509,5861.53,4/27/2021,Black,Date Palm,Tamil Nadu,6136,996,TRUE,4,811
wheat,18.63,07-09-2021,6/20/2022,low,16.25,90.78,510,5.53,08-11-2022,Mountain,Chickpea,Uttarakhand,3440,462,TRUE,3,144
soybeans,59.43,6/23/2020,03-08-2022,low,6.12,19.67,511,9457.63,1/24/2020,Red,Vegetables,Karnataka,3368,334,TRUE,4,454
soybeans,39.54,08-04-2021,3/29/2021,low,0.18,111.38,512,3501.45,12/26/2021,Black,Mustard,Assam,9567,97,FALSE,4,719
corn,48.58,8/22/2022,6/14/2020,low,14.98,40.32,513,3329.43,07-03-2021,Peaty,Sunflower,Maharashtra,4125,609,TRUE,10,745
soybeans,27.71,8/25/2020,4/23/2020,high,36.15,95.65,514,4671.38,10-04-2021,Black,Vegetables,Uttar Pradesh,3135,512,FALSE,3,335
wheat,12.7,09-05-2022,6/16/2021,low,19.63,68.66,515,8026.47,11/13/2022,Black,Plum,Gujarat,3973,462,FALSE,10,476
rice,57.07,02-05-2022,6/19/2022,medium,34.37,71.52,516,4101.88,7/26/2020,Peaty,Bajra (Pearl Millet),Uttar Pradesh,6202,359,FALSE,7,819
rice,64.23,03-04-2021,6/22/2022,low,31.73,-1.25,517,5194.35,07-12-2021,Laterite,Mustard,Karnataka,7884,518,FALSE,3,707
rice,75.24,08-11-2021,3/30/2021,medium,13.19,-7.63,518,953.77,4/19/2020,Desert,Maize,Tamil Nadu,6103,525,FALSE,2,333
cotton,23.67,06-12-2022,12-05-2020,high,17.23,46.78,519,5438.14,07-11-2020,Clayey,Sunflower,Telangana,5565,676,FALSE,1,95
corn,66.16,06-03-2020,1/16/2021,high,18.28,42.01,520,1920.88,1/31/2022,Loamy,Groundnut,Rajasthan,2586,776,TRUE,5,937
corn,65.16,1/16/2021,10-08-2022,low,20.58,81.21,521,8867.69,10-07-2021,Laterite,Date Palm,Assam,1100,942,TRUE,5,193
rice,2.91,12/15/2020,6/28/2022,high,18.08,63.39,522,3188.87,10/20/2022,Alluvial,Soybean,Odisha,3659,625,TRUE,1,506
wheat,87.02,07-05-2021,6/18/2021,low,8.87,59.1,523,6917.88,11/19/2021,Laterite,Millets,Assam,2134,248,TRUE,3,274
soybeans,59.56,7/28/2022,06-10-2021,high,30.89,-9.27,524,3518.64,09-05-2021,Clayey,Pineapple,Punjab,5721,9,TRUE,3,914
cotton,60.42,5/21/2022,09-05-2021,low,23.31,83.45,525,6895.46,11/27/2021,Peaty,Onion,Kerala,2342,964,FALSE,5,405
soybeans,7.29,08-03-2021,05-12-2021,low,12.62,34.13,526,8024.2,9/26/2021,Laterite,Barley,Andhra Pradesh,4945,159,FALSE,8,299
rice,21.74,11/17/2022,11-01-2020,high,27.53,-1.12,527,4441.46,07-04-2022,Clayey,Potato,Jammu and Kashmir,4712,791,FALSE,5,352
rice,93.16,5/20/2022,4/23/2021,medium,46.71,8.45,528,92.79,06-10-2022,Laterite,Apple,Bihar,553,432,FALSE,4,713
corn,47.84,10-08-2020,6/26/2020,low,15.75,92.77,529,3975.8,3/15/2020,Saline,Jute,Assam,7195,797,FALSE,3,160
corn,48.57,6/26/2020,1/15/2020,low,31.33,8.64,530,5308.49,2/27/2022,Desert,Pulses,Haryana,4659,598,FALSE,2,184
rice,47.2,09-04-2022,9/15/2020,high,49.43,75.52,531,5960.86,09-11-2021,Mountain,Pineapple,Uttar Pradesh,452,265,FALSE,1,147
corn,27.74,01-02-2020,05-12-2022,medium,29.81,60.64,532,5571.06,08-06-2021,Desert,Onion,Jammu and Kashmir,6357,738,TRUE,6,803
rice,92.77,11-05-2021,10/13/2022,high,29.21,62.14,533,9418.27,02-01-2021,Alluvial,Cotton,West Bengal,9175,926,FALSE,4,572
rice,13.98,7/16/2020,03-03-2022,high,29.34,53.58,534,176.3,04-03-2022,Saline,Jute,Chhattisgarh,8626,161,FALSE,2,315
cotton,47.6,12/16/2021,12-09-2020,low,9.21,79.77,535,2587.68,03-01-2021,Desert,Sesame,Tamil Nadu,6772,948,TRUE,9,456
corn,85.26,7/13/2021,10/31/2021,low,15.53,59.16,536,9169.91,10-06-2022,Loamy,Peanut,Maharashtra,1952,800,TRUE,9,824
corn,46.5,06-11-2021,03-11-2020,medium,32.89,99.71,537,9856.09,3/23/2021,Mountain,Groundnut,Haryana,5247,897,FALSE,7,714
cotton,61.57,11/15/2022,02-09-2022,high,25.55,55.85,538,2522.31,6/17/2020,Clayey,Sesame,Odisha,795,317,TRUE,3,61
wheat,42.87,11-11-2022,05-06-2021,low,2.14,48.31,539,8533.03,03-02-2022,Peaty,Rice,Odisha,7194,205,FALSE,4,627
rice,83.74,02-02-2022,02-07-2021,medium,49.75,67.37,540,835.55,06-09-2021,Peaty,Pulses,Madhya Pradesh,7983,325,FALSE,5,460
cotton,52.36,12/17/2022,12/13/2022,medium,15.68,77.31,541,8796.56,2/13/2020,Saline,Cotton,Maharashtra,7196,347,TRUE,1,999
rice,0.61,02-08-2021,02-07-2022,medium,9.88,83.88,542,8476.83,07-08-2021,Mountain,Cashew,Himachal Pradesh,2283,462,FALSE,6,582
corn,66.9,11/29/2021,2/24/2021,medium,28.55,100.44,543,5100.03,7/31/2022,Black,Peanut,Kerala,6510,379,TRUE,9,329
soybeans,42.46,01-04-2021,2/16/2022,medium,1.71,63.81,544,4738.04,09-04-2022,Red,Mustard,Haryana,1667,610,FALSE,4,553
corn,6.2,6/24/2020,8/18/2020,low,33.05,6.71,545,4090.45,12/14/2022,Clayey,Cotton,Tamil Nadu,2251,176,TRUE,2,651
rice,28.07,12/23/2022,06-02-2022,low,25.69,116.41,546,5841.2,09-04-2020,Desert,Sesame,Bihar,816,418,TRUE,3,554
rice,81.56,09-07-2020,06-10-2022,medium,38.92,71.74,547,6747.16,10/20/2021,Peaty,Peanut,Assam,178,84,FALSE,6,725
cotton,91,04-11-2021,5/28/2020,high,20.24,96.39,548,9102.19,3/18/2022,Mountain,Sugarcane,Chhattisgarh,9321,925,TRUE,1,107
wheat,20.1,10-09-2022,08-05-2022,low,15.23,114.43,549,7290.33,10/14/2021,Peaty,Sunflower,Madhya Pradesh,4409,407,TRUE,10,730
cotton,94.81,11-11-2022,9/27/2020,high,36.44,-3.68,550,8942.11,06-05-2020,Loamy,Pulses,Tamil Nadu,6018,652,TRUE,7,153
soybeans,63.04,08-05-2022,08-01-2022,low,18.73,20.92,551,1353.3,11/29/2020,Laterite,Peanut,Chhattisgarh,9204,229,FALSE,10,483
wheat,26.67,9/14/2021,06-07-2022,low,1.42,75.23,552,3039.8,6/26/2022,Mountain,Mustard,Bihar,1880,601,TRUE,5,497
soybeans,8.89,1/14/2020,12/15/2020,low,9.76,45.81,553,5220.94,06-11-2020,Peaty,Areca nut,Maharashtra,4943,244,TRUE,10,678
wheat,78.1,10/18/2020,12-08-2020,medium,48.32,39.7,554,1812.2,4/13/2022,Desert,Sugarcane,Haryana,5522,87,TRUE,4,302
wheat,71.54,8/17/2021,03-12-2020,high,2.28,92.49,555,9035.95,01-06-2021,Saline,Bajra (Pearl Millet),Rajasthan,5625,841,TRUE,2,493
wheat,70.44,6/19/2020,3/19/2021,high,48.65,49.44,556,2946.73,6/16/2020,Mountain,Cotton,Andhra Pradesh,2323,601,TRUE,3,446
wheat,17.6,5/20/2020,10/25/2022,high,38.63,36.69,557,973.77,12-05-2020,Loamy,Sorghum,Rajasthan,8292,552,TRUE,8,930
corn,95.25,6/20/2020,04-12-2022,low,36.65,80.98,558,3385.09,08-07-2021,Laterite,Coriander,Assam,3061,534,FALSE,5,942
wheat,38.94,4/21/2021,5/14/2022,medium,36,79.74,559,6465.69,06-11-2021,Black,Onion,Assam,5768,755,TRUE,7,325
wheat,67.54,6/14/2021,05-04-2020,low,14.55,44.63,560,5737.5,05-02-2021,Black,Groundnut,Kerala,5413,959,FALSE,4,971
soybeans,46.69,2/21/2022,08-01-2021,medium,0.83,63.83,561,4546.2,4/25/2021,Black,Vegetables,Tamil Nadu,6327,299,TRUE,6,608
wheat,43.99,12-01-2020,6/29/2022,medium,27.27,0.28,562,4280.91,5/28/2021,Peaty,Chili,Tamil Nadu,527,891,FALSE,9,75
soybeans,57.57,5/14/2022,11-10-2020,medium,18.21,69.27,563,5163.75,05-03-2021,Black,Coffee,Tamil Nadu,9216,125,FALSE,6,202
cotton,30.15,11/23/2022,3/31/2020,high,47.93,10.64,564,6222.27,4/15/2022,Peaty,Soybean,Uttar Pradesh,1989,462,FALSE,1,734
rice,55.34,11-08-2022,08-03-2022,high,17.08,70.23,565,9132.53,08-11-2022,Clayey,Coffee,Chhattisgarh,436,575,FALSE,8,450
soybeans,11.03,4/22/2021,10-08-2020,high,18.2,-18.95,566,2650.2,07-07-2021,Black,Onion,Maharashtra,7341,908,TRUE,2,372
corn,72.19,2/27/2022,7/29/2021,high,22.75,100.97,567,4097.31,3/30/2021,Laterite,Mustard,Kerala,9311,290,TRUE,7,143
rice,23.51,8/26/2021,9/20/2020,low,45.39,-10.67,568,4132.71,3/19/2021,Red,Date Palm,Kerala,3025,2,TRUE,7,925
cotton,11.94,12/14/2020,4/22/2020,medium,24.03,63.17,569,2731.94,5/21/2022,Clayey,Wheat,Gujarat,7799,263,FALSE,7,882
soybeans,21.2,10/22/2022,3/30/2022,high,11.86,32.04,570,7912.99,10/26/2022,Mountain,Plum,Uttar Pradesh,9604,914,TRUE,7,973
rice,23.97,9/26/2022,03-11-2020,medium,41.49,108.66,571,1789.11,3/31/2020,Red,Peach,Jammu and Kashmir,5900,236,TRUE,7,242
rice,70.46,10-01-2022,10/13/2020,low,12.86,59.24,572,2112.55,10-10-2020,Clayey,Mustard,Telangana,5404,715,TRUE,1,32
rice,66.21,08-02-2021,05-10-2020,high,22.96,-1.94,573,8333.74,11-04-2020,Mountain,Potato,Assam,6185,184,TRUE,2,710
corn,7.71,10/14/2021,3/25/2021,high,37.98,85.29,574,5631.34,10/16/2020,Peaty,Bajra (Pearl Millet),Jammu and Kashmir,6136,638,FALSE,7,808
soybeans,78.89,12-12-2020,10/30/2020,low,0.47,-11.05,575,293.54,5/14/2021,Peaty,Maize,Uttar Pradesh,8186,970,FALSE,3,156
cotton,58.53,10/22/2022,1/23/2022,low,21.6,-10.03,576,1909.35,2/17/2022,Mountain,Coffee,Himachal Pradesh,8482,798,FALSE,3,645
rice,34.45,3/20/2020,11/17/2020,medium,25.66,76.53,577,2008.68,01-08-2020,Red,Sugarcane,Uttar Pradesh,1813,433,TRUE,8,830
corn,83.55,11/24/2022,11-03-2021,high,15.06,29.76,578,4284.46,10-03-2022,Loamy,Date Palm,Gujarat,2142,322,TRUE,8,704
rice,72.91,05-11-2021,1/15/2022,medium,28.76,32.39,579,9263.28,5/17/2020,Alluvial,Chili,Karnataka,7548,641,FALSE,1,482
rice,80.65,11/27/2020,11/28/2020,high,36.81,9.56,580,4763.91,12/31/2020,Loamy,Tobacco,Gujarat,3310,600,TRUE,6,877
soybeans,9.53,1/22/2020,7/21/2020,medium,46.11,75.79,581,6021.74,11-10-2020,Laterite,Cashew,Uttar Pradesh,4457,342,FALSE,4,377
corn,11.23,2/19/2020,06-12-2021,medium,21.52,52.63,582,4217.22,5/31/2021,Laterite,Cabbage,Chhattisgarh,9080,528,FALSE,1,783
corn,96.5,5/27/2020,5/31/2021,medium,39.21,76.91,583,9836.43,12/21/2022,Red,Barley,Uttar Pradesh,8535,460,FALSE,8,103
rice,97.04,4/30/2020,3/30/2022,high,8.22,79.84,584,4021.48,07-02-2022,Alluvial,Sorghum,Punjab,6089,528,FALSE,4,560
rice,15.32,5/29/2021,01-02-2020,low,3.66,74.73,585,6182.38,5/16/2022,Peaty,Coriander,Haryana,1792,159,TRUE,2,980
cotton,86.99,12-09-2021,5/25/2022,medium,7.79,61.08,586,9060.21,12-10-2022,Peaty,Tea,Bihar,7996,876,FALSE,10,740
rice,18.65,07-12-2022,09-05-2021,medium,47.24,34.03,587,9104.11,1/22/2020,Laterite,Barley,Himachal Pradesh,5418,689,FALSE,4,14
soybeans,97.16,2/17/2022,9/19/2020,medium,30.03,34.8,588,3467.58,5/21/2022,Alluvial,Tur (Pigeon Pea),Rajasthan,9794,876,FALSE,8,649
wheat,31.85,4/20/2020,5/16/2020,high,17.41,100.15,589,9539.06,6/19/2022,Laterite,Onion,Madhya Pradesh,4447,980,TRUE,8,314
